t,rail,mW,zone,C
1780554094.969984,VDD_CPU_GPU_CV,1537.536,,
1780554094.969984,VDD_SOC,1458.688,,
1780554094.969984,,,cpu-thermal,57.968
1780554094.969984,,,gpu-thermal,58.343
1780554094.969984,,,soc0-thermal,56.406
1780554094.969984,,,soc1-thermal,55.687
1780554094.969984,,,soc2-thermal,56.125
1780554094.969984,,,tj-thermal,58.343
1780554095.0758982,VDD_IN,5479.936,,
1780554095.0758982,VDD_CPU_GPU_CV,1574.4,,
1780554095.0758982,VDD_SOC,1458.688,,
1780554095.0758982,,,cpu-thermal,58.218
1780554095.0758982,,,gpu-thermal,58.156
1780554095.0758982,,,soc0-thermal,56.218
1780554095.0758982,,,soc1-thermal,55.781
1780554095.0758982,,,soc2-thermal,56.218
1780554095.0758982,,,tj-thermal,58.218
1780554095.1817036,VDD_IN,5549.76,,
1780554095.1817036,VDD_CPU_GPU_CV,1611.136,,
1780554095.1817036,VDD_SOC,1456.32,,
1780554095.1817036,,,cpu-thermal,57.968
1780554095.1817036,,,gpu-thermal,58.0
1780554095.1817036,,,soc0-thermal,56.187
1780554095.1817036,,,soc1-thermal,55.656
1780554095.1817036,,,soc2-thermal,56.125
1780554095.1817036,,,tj-thermal,58.0
1780554095.2882993,VDD_IN,5589.12,,
1780554095.2882993,VDD_CPU_GPU_CV,1650.432,,
1780554095.2882993,VDD_SOC,1453.952,,
1780554095.2882993,,,cpu-thermal,57.906
1780554095.2882993,,,gpu-thermal,57.937
1780554095.2882993,,,soc0-thermal,56.25
1780554095.2882993,,,soc1-thermal,55.875
1780554095.2882993,,,soc2-thermal,56.125
1780554095.2882993,,,tj-thermal,57.937
1780554095.3941665,VDD_IN,5619.328,,
1780554095.3941665,VDD_CPU_GPU_CV,1686.976,,
1780554095.3941665,VDD_SOC,1453.952,,
1780554095.3941665,,,cpu-thermal,58.0
1780554095.3941665,,,gpu-thermal,57.937
1780554095.3941665,,,soc0-thermal,56.312
1780554095.3941665,,,soc1-thermal,55.687
1780554095.3941665,,,soc2-thermal,56.156
1780554095.3941665,,,tj-thermal,58.0
1780554095.500225,VDD_IN,5619.328,,
1780554095.500225,VDD_CPU_GPU_CV,1686.976,,
1780554095.500225,VDD_SOC,1453.952,,
1780554095.500225,,,cpu-thermal,57.875
1780554095.500225,,,gpu-thermal,58.281
1780554095.500225,,,soc0-thermal,56.125
1780554095.500225,,,soc1-thermal,55.656
1780554095.500225,,,soc2-thermal,56.062
1780554095.500225,,,tj-thermal,58.281
1780554095.6067224,VDD_IN,5658.624,,
1780554095.6067224,VDD_CPU_GPU_CV,1686.976,,
1780554095.6067224,VDD_SOC,1451.584,,
1780554095.6067224,,,cpu-thermal,57.812
1780554095.6067224,,,gpu-thermal,58.156
1780554095.6067224,,,soc0-thermal,56.156
1780554095.6067224,,,soc1-thermal,55.781
1780554095.6067224,,,soc2-thermal,56.0
1780554095.6067224,,,tj-thermal,58.156
1780554095.7125666,VDD_IN,5649.408,,
1780554095.7125666,VDD_CPU_GPU_CV,1684.224,,
1780554095.7125666,VDD_SOC,1451.584,,
1780554095.7125666,,,cpu-thermal,57.875
1780554095.7125666,,,gpu-thermal,57.812
1780554095.7125666,,,soc0-thermal,56.187
1780554095.7125666,,,soc1-thermal,55.562
1780554095.7125666,,,soc2-thermal,56.093
1780554095.7125666,,,tj-thermal,58.218
1780554095.8186424,VDD_IN,5580.032,,
1780554095.8186424,VDD_CPU_GPU_CV,1647.744,,
1780554095.8186424,VDD_SOC,1453.952,,
1780554095.8186424,,,cpu-thermal,57.718
1780554095.8186424,,,gpu-thermal,58.218
1780554095.8186424,,,soc0-thermal,56.093
1780554095.8186424,,,soc1-thermal,55.593
1780554095.8186424,,,soc2-thermal,56.031
1780554095.8186424,,,tj-thermal,57.843
1780554095.9243178,VDD_IN,5361.664,,
1780554095.9243178,VDD_CPU_GPU_CV,1495.68,,
1780554095.9243178,VDD_SOC,1419.264,,
1780554095.9243178,,,cpu-thermal,57.625
1780554095.9243178,,,gpu-thermal,58.0
1780554095.9243178,,,soc0-thermal,56.125
1780554095.9243178,,,soc1-thermal,55.562
1780554095.9243178,,,soc2-thermal,55.906
1780554095.9243178,,,tj-thermal,58.0
1780554096.0295415,VDD_IN,5330.88,,
1780554096.0295415,VDD_CPU_GPU_CV,1458.688,,
1780554096.0295415,VDD_SOC,1421.568,,
1780554096.0295415,,,cpu-thermal,57.687
1780554096.0295415,,,gpu-thermal,57.875
1780554096.0295415,,,soc0-thermal,56.093
1780554096.0295415,,,soc1-thermal,55.718
1780554096.0295415,,,soc2-thermal,55.937
1780554096.0295415,,,tj-thermal,57.875
1780554096.1353261,VDD_IN,5401.088,,
1780554096.1353261,VDD_CPU_GPU_CV,1535.04,,
1780554096.1353261,VDD_SOC,1458.688,,
1780554096.1353261,,,cpu-thermal,58.125
1780554096.1353261,,,gpu-thermal,57.75
1780554096.1353261,,,soc0-thermal,56.25
1780554096.1353261,,,soc1-thermal,55.531
1780554096.1353261,,,soc2-thermal,56.031
1780554096.1353261,,,tj-thermal,58.125
1780554096.2415912,VDD_IN,5471.04,,
1780554096.2415912,VDD_CPU_GPU_CV,1571.84,,
1780554096.2415912,VDD_SOC,1456.32,,
1780554096.2415912,,,cpu-thermal,57.625
1780554096.2415912,,,gpu-thermal,57.75
1780554096.2415912,,,soc0-thermal,56.093
1780554096.2415912,,,soc1-thermal,55.531
1780554096.2415912,,,soc2-thermal,55.875
1780554096.2415912,,,tj-thermal,57.75
1780554096.347575,VDD_IN,5540.736,,
1780554096.347575,VDD_CPU_GPU_CV,1608.512,,
1780554096.347575,VDD_SOC,1453.952,,
1780554096.347575,,,cpu-thermal,57.843
1780554096.347575,,,gpu-thermal,57.656
1780554096.347575,,,soc0-thermal,56.125
1780554096.347575,,,soc1-thermal,55.562
1780554096.347575,,,soc2-thermal,56.0
1780554096.347575,,,tj-thermal,57.843
1780554096.453905,VDD_IN,5580.032,,
1780554096.453905,VDD_CPU_GPU_CV,1647.744,,
1780554096.453905,VDD_SOC,1453.952,,
1780554096.453905,,,cpu-thermal,57.843
1780554096.453905,,,gpu-thermal,57.718
1780554096.453905,,,soc0-thermal,56.093
1780554096.453905,,,soc1-thermal,55.375
1780554096.453905,,,soc2-thermal,55.968
1780554096.453905,,,tj-thermal,58.0
1780554096.5596974,VDD_IN,5580.032,,
1780554096.5596974,VDD_CPU_GPU_CV,1686.976,,
1780554096.5596974,VDD_SOC,1451.584,,
1780554096.5596974,,,cpu-thermal,58.0
1780554096.5596974,,,gpu-thermal,57.625
1780554096.5596974,,,soc0-thermal,55.937
1780554096.5596974,,,soc1-thermal,55.437
1780554096.5596974,,,soc2-thermal,55.875
1780554096.5596974,,,tj-thermal,58.0
1780554096.665703,VDD_IN,5610.176,,
1780554096.665703,VDD_CPU_GPU_CV,1684.224,,
1780554096.665703,VDD_SOC,1451.584,,
1780554096.665703,,,cpu-thermal,57.781
1780554096.665703,,,gpu-thermal,57.593
1780554096.665703,,,soc0-thermal,56.062
1780554096.665703,,,soc1-thermal,55.531
1780554096.665703,,,soc2-thermal,55.812
1780554096.665703,,,tj-thermal,57.781
1780554096.7718863,VDD_IN,5610.176,,
1780554096.7718863,VDD_CPU_GPU_CV,1684.224,,
1780554096.7718863,VDD_SOC,1451.584,,
1780554096.7718863,,,cpu-thermal,57.75
1780554096.7718863,,,gpu-thermal,57.968
1780554096.7718863,,,soc0-thermal,56.093
1780554096.7718863,,,soc1-thermal,55.593
1780554096.7718863,,,soc2-thermal,55.875
1780554096.7718863,,,tj-thermal,57.968
1780554096.877661,VDD_IN,5431.68,,
1780554096.877661,VDD_CPU_GPU_CV,1535.04,,
1780554096.877661,VDD_SOC,1456.32,,
1780554096.877661,,,cpu-thermal,57.625
1780554096.877661,,,gpu-thermal,57.843
1780554096.877661,,,soc0-thermal,55.968
1780554096.877661,,,soc1-thermal,55.343
1780554096.877661,,,soc2-thermal,55.812
1780554096.877661,,,tj-thermal,57.843
1780554096.9830616,VDD_IN,5251.904,,
1780554096.9830616,VDD_CPU_GPU_CV,1421.568,,
1780554096.9830616,VDD_SOC,1421.568,,
1780554096.9830616,,,cpu-thermal,57.437
1780554096.9830616,,,gpu-thermal,57.718
1780554096.9830616,,,soc0-thermal,56.0
1780554096.9830616,,,soc1-thermal,55.343
1780554096.9830616,,,soc2-thermal,55.75
1780554096.9830616,,,tj-thermal,57.718
1780554097.0884314,VDD_IN,5322.24,,
1780554097.0884314,VDD_CPU_GPU_CV,1495.68,,
1780554097.0884314,VDD_SOC,1419.264,,
1780554097.0884314,,,cpu-thermal,57.562
1780554097.0884314,,,gpu-thermal,57.656
1780554097.0884314,,,soc0-thermal,55.937
1780554097.0884314,,,soc1-thermal,55.5
1780554097.0884314,,,soc2-thermal,55.75
1780554097.0884314,,,tj-thermal,57.656
1780554097.1943693,VDD_IN,5392.32,,
1780554097.1943693,VDD_CPU_GPU_CV,1535.04,,
1780554097.1943693,VDD_SOC,1456.32,,
1780554097.1943693,,,cpu-thermal,57.687
1780554097.1943693,,,gpu-thermal,57.75
1780554097.1943693,,,soc0-thermal,55.968
1780554097.1943693,,,soc1-thermal,55.375
1780554097.1943693,,,soc2-thermal,55.781
1780554097.1943693,,,tj-thermal,57.687
1780554097.30012,VDD_IN,5431.68,,
1780554097.30012,VDD_CPU_GPU_CV,1571.84,,
1780554097.30012,VDD_SOC,1456.32,,
1780554097.30012,,,cpu-thermal,57.531
1780554097.30012,,,gpu-thermal,57.625
1780554097.30012,,,soc0-thermal,55.843
1780554097.30012,,,soc1-thermal,55.25
1780554097.30012,,,soc2-thermal,55.687
1780554097.30012,,,tj-thermal,57.625
1780554097.4059205,VDD_IN,5501.44,,
1780554097.4059205,VDD_CPU_GPU_CV,1608.512,,
1780554097.4059205,VDD_SOC,1453.952,,
1780554097.4059205,,,cpu-thermal,57.593
1780554097.4059205,,,gpu-thermal,57.593
1780554097.4059205,,,soc0-thermal,55.906
1780554097.4059205,,,soc1-thermal,55.312
1780554097.4059205,,,soc2-thermal,55.687
1780554097.4059205,,,tj-thermal,57.593
1780554097.511737,VDD_IN,5540.736,,
1780554097.511737,VDD_CPU_GPU_CV,1647.744,,
1780554097.511737,VDD_SOC,1453.952,,
1780554097.511737,,,cpu-thermal,57.5
1780554097.511737,,,gpu-thermal,57.531
1780554097.511737,,,soc0-thermal,55.937
1780554097.511737,,,soc1-thermal,55.406
1780554097.511737,,,soc2-thermal,55.75
1780554097.511737,,,tj-thermal,57.531
1780554097.6177115,VDD_IN,5619.328,,
1780554097.6177115,VDD_CPU_GPU_CV,1686.976,,
1780554097.6177115,VDD_SOC,1451.584,,
1780554097.6177115,,,cpu-thermal,57.937
1780554097.6177115,,,gpu-thermal,57.812
1780554097.6177115,,,soc0-thermal,56.031
1780554097.6177115,,,soc1-thermal,55.281
1780554097.6177115,,,soc2-thermal,55.875
1780554097.6177115,,,tj-thermal,57.937
1780554097.7239249,VDD_IN,5658.624,,
1780554097.7239249,VDD_CPU_GPU_CV,1726.208,,
1780554097.7239249,VDD_SOC,1451.584,,
1780554097.7239249,,,cpu-thermal,57.531
1780554097.7239249,,,gpu-thermal,57.687
1780554097.7239249,,,soc0-thermal,55.875
1780554097.7239249,,,soc1-thermal,55.343
1780554097.7239249,,,soc2-thermal,55.656
1780554097.7239249,,,tj-thermal,57.687
1780554097.829618,VDD_IN,5619.328,,
1780554097.829618,VDD_CPU_GPU_CV,1647.744,,
1780554097.829618,VDD_SOC,1453.952,,
1780554097.829618,,,cpu-thermal,57.437
1780554097.829618,,,gpu-thermal,57.5
1780554097.829618,,,soc0-thermal,55.812
1780554097.829618,,,soc1-thermal,55.375
1780554097.829618,,,soc2-thermal,55.75
1780554097.829618,,,tj-thermal,57.593
1780554097.9351244,VDD_IN,5440.512,,
1780554097.9351244,VDD_CPU_GPU_CV,1535.04,,
1780554097.9351244,VDD_SOC,1458.688,,
1780554097.9351244,,,cpu-thermal,57.531
1780554097.9351244,,,gpu-thermal,57.75
1780554097.9351244,,,soc0-thermal,55.968
1780554097.9351244,,,soc1-thermal,55.468
1780554097.9351244,,,soc2-thermal,55.75
1780554097.9351244,,,tj-thermal,57.75
1780554098.0405598,VDD_IN,5401.088,,
1780554098.0405598,VDD_CPU_GPU_CV,1495.68,,
1780554098.0405598,VDD_SOC,1458.688,,
1780554098.0405598,,,cpu-thermal,57.718
1780554098.0405598,,,gpu-thermal,57.562
1780554098.0405598,,,soc0-thermal,55.843
1780554098.0405598,,,soc1-thermal,55.375
1780554098.0405598,,,soc2-thermal,55.656
1780554098.0405598,,,tj-thermal,57.718
1780554098.1462536,VDD_IN,5431.68,,
1780554098.1462536,VDD_CPU_GPU_CV,1532.544,,
1780554098.1462536,VDD_SOC,1456.32,,
1780554098.1462536,,,cpu-thermal,57.437
1780554098.1462536,,,gpu-thermal,57.593
1780554098.1462536,,,soc0-thermal,55.812
1780554098.1462536,,,soc1-thermal,55.312
1780554098.1462536,,,soc2-thermal,55.687
1780554098.1462536,,,tj-thermal,57.593
1780554098.2519948,VDD_IN,5510.4,,
1780554098.2519948,VDD_CPU_GPU_CV,1611.136,,
1780554098.2519948,VDD_SOC,1456.32,,
1780554098.2519948,,,cpu-thermal,57.531
1780554098.2519948,,,gpu-thermal,57.531
1780554098.2519948,,,soc0-thermal,55.906
1780554098.2519948,,,soc1-thermal,55.406
1780554098.2519948,,,soc2-thermal,55.656
1780554098.2519948,,,tj-thermal,57.531
1780554098.3583984,VDD_IN,5580.032,,
1780554098.3583984,VDD_CPU_GPU_CV,1647.744,,
1780554098.3583984,VDD_SOC,1453.952,,
1780554098.3583984,,,cpu-thermal,57.718
1780554098.3583984,,,gpu-thermal,57.468
1780554098.3583984,,,soc0-thermal,56.0
1780554098.3583984,,,soc1-thermal,55.218
1780554098.3583984,,,soc2-thermal,55.687
1780554098.3583984,,,tj-thermal,57.718
1780554098.4643052,VDD_IN,5619.328,,
1780554098.4643052,VDD_CPU_GPU_CV,1686.976,,
1780554098.4643052,VDD_SOC,1453.952,,
1780554098.4643052,,,cpu-thermal,57.718
1780554098.4643052,,,gpu-thermal,57.812
1780554098.4643052,,,soc0-thermal,55.718
1780554098.4643052,,,soc1-thermal,55.187
1780554098.4643052,,,soc2-thermal,55.625
1780554098.4643052,,,tj-thermal,57.812
1780554098.5700696,VDD_IN,5619.328,,
1780554098.5700696,VDD_CPU_GPU_CV,1686.976,,
1780554098.5700696,VDD_SOC,1451.584,,
1780554098.5700696,,,cpu-thermal,57.468
1780554098.5700696,,,gpu-thermal,57.468
1780554098.5700696,,,soc0-thermal,55.875
1780554098.5700696,,,soc1-thermal,55.343
1780554098.5700696,,,soc2-thermal,55.5
1780554098.5700696,,,tj-thermal,57.656
1780554098.6760375,VDD_IN,5610.176,,
1780554098.6760375,VDD_CPU_GPU_CV,1684.224,,
1780554098.6760375,VDD_SOC,1451.584,,
1780554098.6760375,,,cpu-thermal,57.5
1780554098.6760375,,,gpu-thermal,57.406
1780554098.6760375,,,soc0-thermal,55.875
1780554098.6760375,,,soc1-thermal,55.125
1780554098.6760375,,,soc2-thermal,55.687
1780554098.6760375,,,tj-thermal,57.531
1780554098.781723,VDD_IN,5610.176,,
1780554098.781723,VDD_CPU_GPU_CV,1684.224,,
1780554098.781723,VDD_SOC,1451.584,,
1780554098.781723,,,cpu-thermal,57.562
1780554098.781723,,,gpu-thermal,57.718
1780554098.781723,,,soc0-thermal,55.75
1780554098.781723,,,soc1-thermal,55.281
1780554098.781723,,,soc2-thermal,55.468
1780554098.781723,,,tj-thermal,57.718
1780554098.8874161,VDD_IN,5440.512,,
1780554098.8874161,VDD_CPU_GPU_CV,1535.04,,
1780554098.8874161,VDD_SOC,1456.32,,
1780554098.8874161,,,cpu-thermal,57.156
1780554098.8874161,,,gpu-thermal,57.531
1780554098.8874161,,,soc0-thermal,55.718
1780554098.8874161,,,soc1-thermal,55.218
1780554098.8874161,,,soc2-thermal,55.593
1780554098.8874161,,,tj-thermal,57.531
1780554098.992763,VDD_IN,5361.664,,
1780554098.992763,VDD_CPU_GPU_CV,1495.68,,
1780554098.992763,VDD_SOC,1419.264,,
1780554098.992763,,,cpu-thermal,57.281
1780554098.992763,,,gpu-thermal,57.468
1780554098.992763,,,soc0-thermal,55.687
1780554098.992763,,,soc1-thermal,55.281
1780554098.992763,,,soc2-thermal,55.593
1780554098.992763,,,tj-thermal,57.468
1780554099.0987582,VDD_IN,5401.088,,
1780554099.0987582,VDD_CPU_GPU_CV,1535.04,,
1780554099.0987582,VDD_SOC,1456.32,,
1780554099.0987582,,,cpu-thermal,57.406
1780554099.0987582,,,gpu-thermal,57.437
1780554099.0987582,,,soc0-thermal,55.781
1780554099.0987582,,,soc1-thermal,55.093
1780554099.0987582,,,soc2-thermal,55.593
1780554099.0987582,,,tj-thermal,57.437
1780554099.2051442,VDD_IN,5510.4,,
1780554099.2051442,VDD_CPU_GPU_CV,1571.84,,
1780554099.2051442,VDD_SOC,1456.32,,
1780554099.2051442,,,cpu-thermal,57.312
1780554099.2051442,,,gpu-thermal,57.281
1780554099.2051442,,,soc0-thermal,55.718
1780554099.2051442,,,soc1-thermal,55.218
1780554099.2051442,,,soc2-thermal,55.562
1780554099.2051442,,,tj-thermal,57.312
1780554099.311334,VDD_IN,5540.736,,
1780554099.311334,VDD_CPU_GPU_CV,1608.512,,
1780554099.311334,VDD_SOC,1453.952,,
1780554099.311334,,,cpu-thermal,57.312
1780554099.311334,,,gpu-thermal,57.718
1780554099.311334,,,soc0-thermal,55.718
1780554099.311334,,,soc1-thermal,55.281
1780554099.311334,,,soc2-thermal,55.5
1780554099.311334,,,tj-thermal,57.718
1780554099.4175556,VDD_IN,5580.032,,
1780554099.4175556,VDD_CPU_GPU_CV,1647.744,,
1780554099.4175556,VDD_SOC,1453.952,,
1780554099.4175556,,,cpu-thermal,57.625
1780554099.4175556,,,gpu-thermal,57.593
1780554099.4175556,,,soc0-thermal,55.781
1780554099.4175556,,,soc1-thermal,55.156
1780554099.4175556,,,soc2-thermal,55.593
1780554099.4175556,,,tj-thermal,57.625
1780554099.523787,VDD_IN,5619.328,,
1780554099.523787,VDD_CPU_GPU_CV,1647.744,,
1780554099.523787,VDD_SOC,1451.584,,
1780554099.523787,,,cpu-thermal,57.718
1780554099.523787,,,gpu-thermal,57.312
1780554099.523787,,,soc0-thermal,55.687
1780554099.523787,,,soc1-thermal,55.125
1780554099.523787,,,soc2-thermal,55.5
1780554099.523787,,,tj-thermal,57.718
1780554099.6297052,VDD_IN,5619.328,,
1780554099.6297052,VDD_CPU_GPU_CV,1684.224,,
1780554099.6297052,VDD_SOC,1451.584,,
1780554099.6297052,,,cpu-thermal,57.281
1780554099.6297052,,,gpu-thermal,57.656
1780554099.6297052,,,soc0-thermal,55.687
1780554099.6297052,,,soc1-thermal,55.187
1780554099.6297052,,,soc2-thermal,55.468
1780554099.6297052,,,tj-thermal,57.406
1780554099.7355983,VDD_IN,5610.176,,
1780554099.7355983,VDD_CPU_GPU_CV,1684.224,,
1780554099.7355983,VDD_SOC,1451.584,,
1780554099.7355983,,,cpu-thermal,57.468
1780554099.7355983,,,gpu-thermal,57.5
1780554099.7355983,,,soc0-thermal,55.656
1780554099.7355983,,,soc1-thermal,55.031
1780554099.7355983,,,soc2-thermal,55.531
1780554099.7355983,,,tj-thermal,57.468
1780554099.8419409,VDD_IN,5510.4,,
1780554099.8419409,VDD_CPU_GPU_CV,1611.136,,
1780554099.8419409,VDD_SOC,1456.32,,
1780554099.8419409,,,cpu-thermal,57.375
1780554099.8419409,,,gpu-thermal,57.468
1780554099.8419409,,,soc0-thermal,55.687
1780554099.8419409,,,soc1-thermal,55.125
1780554099.8419409,,,soc2-thermal,55.593
1780554099.8419409,,,tj-thermal,57.468
1780554099.9474847,VDD_IN,5291.392,,
1780554099.9474847,VDD_CPU_GPU_CV,1458.688,,
1780554099.9474847,VDD_SOC,1421.568,,
1780554099.9474847,,,cpu-thermal,57.375
1780554099.9474847,,,gpu-thermal,57.343
1780554099.9474847,,,soc0-thermal,55.531
1780554099.9474847,,,soc1-thermal,55.093
1780554099.9474847,,,soc2-thermal,55.343
1780554099.9474847,,,tj-thermal,57.343
1780554100.0528402,VDD_IN,5291.392,,
1780554100.0528402,VDD_CPU_GPU_CV,1458.688,,
1780554100.0528402,VDD_SOC,1421.568,,
1780554100.0528402,,,cpu-thermal,57.25
1780554100.0528402,,,gpu-thermal,57.312
